item_name,item_category
TRANSISTOR LOGIC HEXFET N-CH 0.2 OHM,Transistor
"TRANSISTOR,BC846ALT1,SOT-23",Transistor
"SCR, 800V, 16A, SM, D2PAK (TO-263)",Screw / Bolt
"DIODE 15V, LOW CAPACITANCE TVS",Diode
"DIODE,TVS,600W,10V,BI-DIR, SMBJ10CA/2B",Diode
"DIODE, 12V, 300W LOW-CAPACITANCE TVS - SEMTECH LCDA12T",Diode
"DIODE, ZENER, 24V",Diode
"DIODE,TVS,58V,3000W,5%,UNI SMD",Diode
"DIODE, ZENER, 8.2V, DO-123",Diode
"DIODE, 85V, 5000W UNIDIRECTIONAL TV",Diode
"DIODE,TVS,90V,3000W,5%,UNI SMD",Diode
"DIODE,8A,100V,SCHOTTKY,D2PAK",Diode
"DIODE,TVS,600W,110V,SMB,UNIDIRECTIO",Diode
"DIODE, ZENER, 500MW, 8.2V, SOD-",Diode
"DIODE,5A,80V,SCHOTTKY,SMC",Diode
"DIODE, HYPERFAST, 600V, 8A",Diode
"DIODE, TVS, 12 VOLT, 600 WATT, BI-D",Diode
TVS ARRAY QUAD ESD 6.6V SOT353,IC
"DIODE,MMDL914,100V,200mA,4nS,SOD323",Diode
DIODE SCHOTTKY 100V 2.1A,Diode
"DIODE,ZENER,10V,SOD-123",Diode
"DIODE,ZENER,12V,5mA,6%,200mW",Diode
"DIODE,TVS,BI-DIRECTIONAL,15 VOLTS,6",Diode
"DIODE,ZENER,15V,SOD-123",Diode
"DIODE,ZENER,16V,SOD-123",Diode
"DIODE,TVS ZENER,BIDIR,1000W,27V,5%,",Diode
"DIODE,TVS,600W,220V,SMB UNIDIRECTIO",Diode
"BRIDGE RECTIFIER, 40V, 2A, MBS2",Diode
"DIODE,TVS UNIDIRECTIONAL,600W,SURFA",Diode
"DIODE,TVS BIDIRECTIONAL,3000W,78V,S",Diode
"DIODE, TVS, 10V, 3000W, 5%, UNI SMD",Diode
"DIODE, TVS, 12V, 3000W, 5%, UNI SMD",Diode
DIODE SCHOTTKY 100V 3A SMC,Diode
"DIODE, ZENER, 13V, 500MW, SOD-123",Diode
"DIODE,ZENER,12V,500mW,SOD-123",Diode
DIODE SCHOTTKY 30V 200MA SOT23,Diode
"DIODE,ZENER 4.3V",Diode
"DIODE, ZENER, 1.5W 15V SMA",Diode
"DIODE 15V, LOW CAPACITANCE TVS",Diode
"DIODE,TVS,600W,10V,BI-DIR, SMBJ10CA/2B",Diode
"DIODE,ZENER,SMD,P6KE12CA",Diode
"DIODE,TVS ZENER,18V, SMB",Diode
"DIODE,TVS ZENER,BIDIR,600W,27V,SMB",Diode
"DIODE,TVS,UNIDIRECTIONAL,3.3V WORKI",Diode
DIODE ZENER 16V 250MW TO236AB,Diode
"DIODE,200W TVS,16V SOD-123FL ZENER",Diode
"DIODE,TVS,UNIDIRECTIONAL,18V, 600W,",Diode
"DIODE,TVS,UNIDIRECTIONAL",Diode
"DIODE,TVS,UNIDIRECTIONAL,24V WORKIN",Diode
"DIODE, TVS, 33V, 600W, BIDIRECTIONA",Diode
"DIODE,TVS,ZENER,33V,200W,SOD-123 PA",Diode
"DIODE,TVS,600W,39V,SMB UNIDIRECTION",Diode
"DIODE,BIDIRECTIONAL TVS,400V,600W,S",Diode
"DIODE,TVS,ZENER,5.0V,200W,SM, SOD-1",Diode
"DIODE,TVS,200V,1500W,UNI 5%,SMC",Diode
"DIODE,SMT, GPP FAST 1A 800V",Diode
"DIODE,TVS,UNIDIRECTIONAL,5V WORKING",Diode
"DIODE,TVS,15V 600W,SMB,BI-DIRECTION",Diode
"DIODE,TVS,600W,160V,SMB UNIDIRECTIO",Diode
"DIODE,TVS,600W,15V,SMB",Diode
"DIODE,TVS SINGLE BI-DIR 18V 600W 2S",Diode
DIODE SCHOTTKY 20V 400MA SOT23,Diode
"DIODE,SMT,60V 1A, SCHOTTKY BARRIER",Diode
"DIODE,ZENER,500MW,12V SOD123",Diode
"DIODE,ZENER,5.6V,500MW,SOD-123",Diode
"DIODE,ZENER,7.5V,500MW,SOD-123",Diode
"DIODE, 12V, 300W LOW-CAPACITANCE TVS - SEMTECH LCDA12T",Diode
"DIODE,TVS, 10V, 600W, DO-214AA",Diode
"DIODE,TVS HEX LOW-CAPACITANCE ARRAY",Diode
"DIODE,TVS ZENER,UNIDIR,600W,15V,SURFACE MOUNT PACKAGE",Diode
"DIODE,TVS ZENER,UNIDIR,600W,15V,SURFACE MOUNT PACKAGE",Diode
"IC, CONV PWM UVLO HV, SOT223-4",IC
"IC,CHRG PUMP LTC1516IS8",IC
"IC, REG, BCK 3.3V 3.5A SYNC, 16MSOP",IC
"IC, SUPERVISOR, 1.5V, SSOT24-4",IC
"IC, SUPERVISOR, 1.8V, SSOT24-4",IC
"IC, SUPERVISOR, 3.0V, SSOT24-4",IC
"IC, SUPERVISOR, 3.3V, SSOT24-4",IC
"IC, SHUNT REFERENCE, PRECISION ADJU",IC
"IC, PROCESSOR SUPERVISOR, PUSH/PULL",IC
"IC, CONV PWM UVLO HV, SOT223-4",IC
"IC, CONV PWM UVLO HV, SOT223-4",IC
"IC,INSTRMNT-AMP LT1101IN8",IC
IC REG LDO ADJ 150MA 8-SOIC,IC
IC 20V CMOS VOLT CONVERTER SOIC 8,IC
"IC,CHRG PUMP LTC1516IS8",IC
"IC, HIGH EFFICIENCY, STEP DOWN VOLTAGE REGULATOR, VIN 8V-40V",IC
"IC,PWM CONTROLLER BICMOS LP 8-SOIC",IC
"IC,SUPERVISOR, VOLTAGE SELECTABLE , W/TIMER 10MSOP",IC
"IC,SUPERVISOR W/TIMER 10MSOP",IC
"IC, REGULATOR, STEP-DOWN, 1MHZ",IC
"IC, LOW DROP VOLTAGE REGULATOR, TRI",IC
"IC, ULTRALOW NOISE NEGATIVE VOLTAGE REGULATOR, VIN -3V TO -3",IC
"IC, PHOTOFLASH CAP CHARGER 10MSOP",IC
"IC, PHOTOFLASH CAP CHARGER",IC
"IC,CTLR BOOST/SEPIC INV,12MSOP",IC
"IC, ULTRALOW NOISE POSITIVE VOLTAGE REGULATOR, VIN 3V TO 36V",IC
"IC, PWM CONTROLLER, SOIC-8",IC
"IC, DC-DC SWITCHING VOLTAGE REGULATORS, Vin 6V-60V, 1A, VSSO",IC
"IC, LOW DROPOUT LINEAR REGULATOR, F",IC
"IC,PWM CTLR FAN6300A,QUASI-RESON,SO",IC
"IC, ISOLATED, 5V-5V, DC/DC REGULATO",IC
"IC,REG, LDO ADJ, TO220",IC
"IC, OCTAL-VOLTAGE SUPERVISOR, TQFN-",IC
"IC, SENSOR UNDERVOLTAGE, TSOP-5",IC
IC LDO REG 150MA 1.5V SOT-23-5,IC
"IC,3.3V,50MA,LDO REG SOP-23-5",IC
"OSCILLATOR,VOLTAGE-CONTROLLED",Oscillator
"IC,REG,LM2673S-3.3, SIMPLE SWITCHER",IC
IC REG SIMPLE SWITCHER 14-LLP,IC
"IC,REG,SIMPLE SWITCHER TO-220-7",IC
"IC, VOLT REGULATOR, 5V, 950mA, -40C",IC
"IC, VOLT, REG, 5V, 100MA, 8-SOIC",IC
"IC, VOLT, REG, 15V, 100MA, 8-SOIC",IC
IC REG ADJ PREC SHUNT SOT23-5,IC
"IC, LT1725 ISOLATED FLYBACK CONTROL",IC
IC PFC CONTROLLER CCM 8SOIC,IC
"CAP, 30uF, 100 VDC HIGH CURRENT METALLIZED POLYPROPYLENE AXIAL LEAD  ILLINOIS CAPACITOR #306MPH100K",Capacitor
"DIODE, ZENER, 1 WATT, 62V",Diode
"TRANSORB, 70 VOLT, 1.5KE82A",Diode
"CONN,HSG,W-T-W,600VAC, BLK",Connector
BATTERY CHARGER FOR UP TO EIGHT 24-,Battery / Charger
BC-8-36 BATTERY CHARGER,Battery / Charger
BATTERY CHARGER FOR UP TO EIGHT 36-,Battery / Charger
POWER SUPPLY TA-2615-1 24VDC STD,Printed Circuit Board Assembly
BC-8-24; BATTERY CHARGER,Battery / Charger
BATTERY CHARGER FOR UP TO EIGHT 24-VDC SWITCH CONTROL BATTER,Battery / Charger
"SCREW 6-32X 5/16"" LG SS W/INT LOCK",Screw / Bolt
SCREW 6-32X5/8 LG SS W INT LOCK WAS,Screw / Bolt
"SWITCH,TOGGLE,SUBMINIATURE WASHABLE",Switch
SWITCH TOGGLE SEALED C&K#E101-M-D1,Switch
"INDUCTOR,110UH, PULSE #PE54043",Inductor
TRANSFORMER LOW PROFILE STANCOR#LB-,Transformer
"POTENTIOMETER, 50K OHM 1/4"" SQ CERM SL ST",Resistor
FLEXSTRIP JUMPER--5 CONDUCTOR--KAPTON INSULATED,Connector
"FLEXSTRIP JUMPER--5 CONDUCTOR--KAPTON INSULATED, TYCO/AMP #5-1437214-7",Connector
"TYCO #FSK-23A-6 6 CONDUCTOR RIBBON 3""",Connector
CONNECTOR 64 PIN MALE ITW PANCON 100-964-033-B,Connector
"HEADER, BREAKAWAY 12P GOLD 30U DBLE ROW, AMP 103240-6",Connector
"TERMINAL BLOCK, PHOENIX  #1712724 MKDSF 3/2-5.08 RA",Connector
"HEADER, 6 PIN, GIC 2.5/6-GF-7.62 AU  #1902631",Connector
"HEADER, 6 PIN, GMSTB2.5/6-GF-7.62 AU6PIN HDR#1892440",Connector
"POTENTIOMETER, 50K OHM 1/4"" SQ CERM SL ST",Resistor
"CONNECTOR, TAB; TAB CONNECTION",Connector
FLEXSTRIP JUMPER--5 CONDUCTOR--KAPTON INSULATED,Connector
"FLEXSTRIP JUMPER--5 CONDUCTOR--KAPTON INSULATED, TYCO/AMP #5-1437214-7",Connector
CONNECTOR 32 PIN FEMALE,Connector
CONN HEADER LOPRO R/A .100 10POS,Connector
"CONN, ??9 PIN D-SUB STRAIGHT, AMP 1-",Connector
"CONNECTOR,34 PIN MALE RIGHT ANGLE",Connector
CONNECTOR 64 PIN MALE,Connector
"CONNECTOR, 64 PIN FEMALE",Connector
HEADER 8 PIN AMP#103240-4,Connector
CONNECTOR 900-SUN 7.5/06 POLE TAB,Connector
CONN PLUG CPC 37POS STD SER 1,Connector
"CONN JACK STD INSUL HORIZ BLACK, 10",Connector
"HEADER, 8 PIN, RIGHT ANGLE",Connector
"CONN, DB9,D-SUBMINIATURE,9PIN GOLD",Connector
CONN PCB 64 PIN FEMALE 3 ROW ITW PA,Connector
"CONN,HEADER,12 POS, MDSTB 2.5/12-G1",Connector
"SPACER, NYLON PERMOPAD BIVAR # 517-095",Misc. Mechanical
CONN SOCKET DIP 32POS STR GOLD,Connector
"CONN Wedge Polarization, GRAY",Connector
"RESISTOR,34K OHM,1%,",Resistor
"RESISTOR,174K OHMS,1%,RN60C,",Resistor
"RESISTOR, 8.45K OHMS, 1/8WATT 1%,RN60C",Resistor
RES 56.2K OHM 1% 50PPM 1/8WATT,Resistor
"RES,43.2K OHM, 1%, RN60C",Resistor
RES 1.74K OHM 1% 50PPM 1/8 WATT,Resistor
RES 133K OHM 1% 50PPM 1/8 WATT,Resistor
RESISTOR 49.9 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 1.37K OHM, 1%, RN60C1371F",Resistor
"RESISTOR, 210K OHM, 1%  50PPM 1/8W",Resistor
"RESISTOR, 383K OHM, 1%, RN60C",Resistor
"RESISTOR, 412K OHM, 1% RN60C",Resistor
RES NET ISOLATED 27K OHM 6-SIP,Resistor
"RES NET, 27K OHM, 2% , 10-SIP, 4610X-102-273 (LF)",Resistor
"RES, 18.2K OHM, 1%, 1/8W 50PPM, RN60C1822F",Resistor
"POTENTIOMETER,  2.00K OHMS,.5W, +/-10%",Resistor
"POT 100K OHM 1/4"" SQ CERM SL ST",Resistor
"RESISTOR, 133 OHM 1% RN60C",Resistor
RESISTOR 4.7K OHM 2%  BOURNS# 4610X-102-472  5R SIP  (340-000472-0k).,Resistor
RES 36.5K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 68.1K OHM, 1%",Resistor
RESISTOR 127 OHM 1% 50PPM 1/8WATT,Resistor
RES 39.2K OHM 1% 50PPM 1/8WATT,Resistor
"POTENTIOMETER, 10.0K OHM, .5W, +/-10%",Resistor
RESISTOR 16.9K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 17.4KOHM 1/8 W 1%",Resistor
RESISTOR  422 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR NETWORK, 27K OHM +/-2% CONFORMAL SIP LOW-PROFILE, BOURNS #4608X-102-273",Resistor
RES ARRAY 4.7K OHM 4 RES 8-SIP,Resistor
"RES. 2.0OHMS, 10 WATTS, 1%,",Resistor
RES 249 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 21K OHM, 1%  RN60C",Resistor
"RESISTOR, 26.7K OHM, 1%, RN60C",Resistor
RESISTOR 47.5OHM 1% 50PPM 1/8 W,Resistor
"RES, 226K OHM1% 50PPM 1/8 WATT",Resistor
"RESISTOR, 6.98K OHM, 1%, RN60C",Resistor
RESISTOR  681OHM 1% 50PPM 1/8W,Resistor
"RESISTOR, 143K OHM, 1%, RN60C1433F",Resistor
"RESISTOR, BOURNS #4606X-102-183/4306R-102-183 THICK FILM MOLDED SIP 18K OHM +/-2%",Resistor
"RESISTOR, 432K OHM, 1%, RN60C",Resistor
"RESISTOR NETWORK, 10K OHM PLUS OR M",Resistor
"RESISTOR,34K OHM,1%,",Resistor
"RESISTOR,174K OHMS,1%,RN60C",Resistor
"RESISTOR, 8.45K OHMS, 1/8WATT 1%,RN60C",Resistor
"RESISTOR, 3W, RS2B 100 OHM, THRU-HO",Resistor
"RESISTOR, 150 OHM, 3 W, +/-5%, OHMI",Resistor
"RESISTOR,11.8K OHM,1%,RN60C1182F",Resistor
"RESISTOR, 12.7K OHM, 1%, RN60C",Resistor
RES 56.2K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, GS3-T2 6.65K OHM 1%",Resistor
"RES,43.2K OHM, 1%, RN60C",Resistor
RES 1.74K OHM 1% 50PPM 1/8 WATT,Resistor
RES 133K OHM 1% 50PPM 1/8 WATT,Resistor
RESISTOR 49.9 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 1.37K OHM, 1%, RN60C1371F",Resistor
"RESISTOR, 243 OHM, 1%, RN60C",Resistor
"RESISTOR, 210K OHM, 1%  50PPM 1/8W",Resistor
"RESISTOR, 383K OHM, 1%, RN60C",Resistor
"RESISTOR, 412K OHM, 1% RN60C",Resistor
RES NET ISOLATED 27K OHM 6-SIP,Resistor
"RES NET, 27K OHM, 2% , 10-SIP, 4610X-102-273 (LF)",Resistor
RES NET BUSSED 680 OHM 10-SIP,Resistor
"RES, 18.2K OHM, 1%, 1/8W 50PPM, RN6",Resistor
"POTENTIOMETER,  2.00K OHMS,.5W, +/-10%",Resistor
"POT 100K OHM 1/4"" SQ CERM SL ST",Resistor
"RESISTOR, 3 1/4W, 470 OHM 5%, OHMIT",Resistor
"RESISTOR, 4.64K OHM, 1%,RN60C",Resistor
RESISTOR NETWORKS 220K OHM 16 PIN 2,Resistor
"RESISTOR, 133 OHM 1% RN60C",Resistor
"RESISTOR, 66.5 OHM, 1% RN60C",Resistor
"RES, NET ISOLATED 470K OHM",Resistor
RESISTOR 4.7K OHM 2%  BOURNS# 4610X-102-472  5R SIP  (340-000472-0k).,Resistor
RES NET ISOLATED 1.0K OHM 16-DIP,Resistor
RES 36.5K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 68.1K OHM, 1%",Resistor
RESISTOR 127 OHM 1% 50PPM 1/8WATT,Resistor
RES 39.2K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 422K OHM, 1%, RN60C",Resistor
"POTENTIOMETER, 10.0K OHM, .5W, +/-10%",Resistor
"RESISTOR,GS3 24.9K OHM 1% 100PPM",Resistor
"RESISTOR, IRC GS3 38.3K OHM 1%",Resistor
"RESISTOR, GS3 44.2K OHM 1% 100PPM",Resistor
"RESISTOR, ??GS3 60.4K OHM 1% 100PPM",Resistor
RESISTOR GS3 73.2K OHM 1% 100PPM ??T,Resistor
"RESISTOR,TRW GS3 37.4K OHM 1% 100PP",Resistor
RESISTOR GS3 124K OHM 1% 100PPM,Resistor
"RESISTOR,GS-3-TO 154K OHM 1%",Resistor
"RES 10.5K OHM, 1% RN60C",Resistor
RESISTOR 16.9K OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 17.4K, 1% RN60C1742F",Resistor
"RESISTOR, 2.05K, 0.1%, RN60C",Resistor
"RESISTOR, 240 OHM ??0.1%, RN60C MUST",Resistor
"RESISTOR, 102 OHM, 1% RN60C1020F",Resistor
RESISTOR  422 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR NETWORK, 27K OHM +/-2% CONFORMAL SIP LOW-PROFILE, BOURNS #4608X-102-273",Resistor
RES ARRAY 4.7K OHM 4 RES 8-SIP,Resistor
"RES. 2.0OHMS, 10 WATTS, 1%,",Resistor
RES 249 OHM 1% 50PPM 1/8WATT,Resistor
"RESISTOR, 21K OHM, 1%  RN60C",Resistor
"RESISTOR, 26.7K OHM, 1%, RN60C",Resistor
"RESISTOR, 2.1K, 1%, RN60C2101F",Resistor
RESISTOR 47.5OHM 1% 50PPM 1/8 W,Resistor
RES 150K OHM 1% 50PPM 1/8WATT,Resistor
"RES, GS-3-68.1K-1% 68.1K 3W",Resistor
"RESISTOR, 59K OHM, 1%,",Resistor
"RESISTOR, 169 OHM, 1%, RN60C",Resistor
"RESISTOR, 191K OHM, 1%, RN60C",Resistor
"RES, 226K OHM1% 50PPM 1/8 WATT",Resistor
"RES, METAL FILM ??453 OHM +/- 1%,VIS",Resistor
"RESISTOR, 8.66K OHM, 1%, RN60C",Resistor
"RESISTOR,1K OHM 1/4W 5%",Resistor
"RESISTOR, 6.98K OHM, 1%, RN60C",Resistor
RESISTOR ??681OHM 1% 50PPM 1/8W,Resistor
"RESISTOR, 143K OHM, 1%, RN60C1433F",Resistor
RESISTOR GS-3T2 221K +OR- 1%,Resistor
"RESISTOR, 536 OHM, 1% RN60C",Resistor
"RESISTOR, 3.40K OHM, 1%, RN60C",Resistor
"RESISTOR, 14.3K, 1% , RN60C",Resistor
"RESISTOR, 28K OHM, 1% ,RN60C",Resistor
"RESISTOR, GS3-TO 160 OHM +OR- 5%",Resistor
"RESISTOR, 15.4K OHM, 1%, RN60C",Resistor
"RESISTOR, BOURNS #4606X-102-183/430",Resistor
"RESISTOR, 432K OHM, 1%, RN60C",Resistor
"RESISTOR, 806 OHM + OR - 1% RN60C806F",Resistor
"RESISTOR, 16.2K OHM 1% 50PPM 1/8W T",Resistor
"RES,9.09K OHM,1/8W, 1%,METAL FILM,",Resistor
"RESISTOR, 3.9 OHM, 1/2W, 5%",Resistor
RESISTOR ??OHMITE #40F20R ??20 OHM 10,Resistor
RES NET ISOLATED 3.9K OHM 16-DIP,Resistor
RES NET BUSSED 10K OHM 8-SIP,Resistor
RES NET BUSSED 20K OHM 6-SIP,Resistor
"RESISTOR, 169K 1% RN60C TAPE/REEL",Resistor
"RESISTOR,RN60C 340K 1%",Resistor
RES NET ISOLATED 220 OHM 16-DIP,Resistor
"RESISTOR, IRC GS-3-T0-3301-F 1% OR",Resistor
"RESISTOR,1K OHM 1%,RN65D1001F",Resistor
"RESISTOR NETWORK, DIP THICK FILM, 1",Resistor
RES NET BUSSED 100K OHM 8-SIP,Resistor
RES NET ISOLATED 1.0M OHM 8-SIP,Resistor
RESISTOR 330OHM 16 PIN 2%,Resistor
"RESISTOR, VISHAY/DALE RS-2B 20R 1%  20 OHM 3 WATT +/-1%",Resistor
"RESISTOR, CGH-2 1.5 M 2W 1  (CGH2-100-1504F)",Resistor
"RESISTOR, IRC 0.5 OHM,25040R5F",Resistor
"RESISTOR, 24.9K OHM, 1/8W 0.1% 10PP",Resistor
RESISTOR 200K OHM .1% 50PPM 1/8 WAT,Resistor
RES NET ISOLATED 180 OHM 8-SIP,Resistor
RES NET BUSSED 2.0K OHM 8-SIP,Resistor
RES SIP 4608X-102-102 1K 2% 8 PIN,Resistor
"RESISTOR, WIREWOUND, 0.5 OHM, 3W, 1",Resistor
"RESISTOR, 392K OHM, 1%, RN60C3923F",Resistor
"CAPACITOR, 0.15UF +/-10%, 200 VDC METALLIZED COMBINATION,ELECTROCUBE 730 SERIES",Capacitor
CAPACITOR BISHOP M-L-A11B106K  ELECTROCUBE PREFORMED (bondedPUI),Capacitor
CAPACITOR BISHOP#M-A11B205K MUST BE PREFORMED,Capacitor
"CAPACITOR, 0.0047 MFD, 10% 200WV",Capacitor
CAPACITOR CD15 STANDARD DIPPED MICA 150pF 500 VDC,Capacitor
"CAPACITOR, 0.27MF, 5%, 50VDC",Capacitor
"CAPACITOR, 0.22MF,",Capacitor
"CAPACITOR, CERAMIC 4.7PF 1KV DISC RADIAL, AVX #5AR4R7CEBCI",Capacitor
"CAPACITOR, POLYCARB, 10% 50VDC",Capacitor
"CAPACITOR, 10MF, 50 VDC, BISHOP M-C21A106",Capacitor
"CAPACITOR, 0.15UF +/-10%, 200 VDC METALLIZED COMBINATION,ELECTROCUBE 730 SERIES",Capacitor
"CAPACITOR, 22MF, 50V, 226TTA050MMX WITH MYLAR SLEEVE & EPOXY",Capacitor
CAPACITOR BISHOP M-L-A11B106K  ELECTROCUBE PREFORMED (bondedPUI),Capacitor
CAPACITOR BISHOP#M-A11B205K MUST BE PREFORMED,Capacitor
"CAPACITOR, 0.0047 MFD, 10% 200WV",Capacitor
CAPACITOR CD15 STANDARD DIPPED MICA 150pF 500 VDC,Capacitor
"CAP,22MF PLUS OR MINUS 20 PCT. 50V",Capacitor
CAP BISHOP M-C21A224K 0.22MF ??50V P,Capacitor
CAP BISHOP M-C21A105K -- 1.0MF,Capacitor
"CAPACITOR, 0.27MF, 5%, 50VDC",Capacitor
"CAPACITOR, 0.22MF,",Capacitor
"CAPACITOR, CERAMIC 4.7PF 1KV DISC R",Capacitor
"CAPACITOR, POLYCARB, 10% 50VDC",Capacitor
CAPACITOR BISHOP#M-F21C102J .001MF,Capacitor
CAPACITOR TANTALUM 10VDC 22UF +/-10,Capacitor
CAPACITOR CK05 22pF 200 VOLTS 10%,Capacitor
"CAP, RAD MONO CK05 1000pF 200V 10%",Capacitor
CAPACITOR ??0.015MF 135 VAC,Capacitor
CAPACITOR 33PF CERAMIC 200 VT 10%,Capacitor
CAPACITOR 687 RMR080MX 680MF 80V ??w,Capacitor
"CAP, ??100V 10% CK05BX103K 0.01 MF",Capacitor
"CAPACITOR, 0.47MF, 10%, 50 VDC",Capacitor
CAP 200V 10% CK05 68pf,Capacitor
"CAP, NICHICON UPLIH390MED 39MF 50V",Capacitor
"CAP., 1UF 35 VOLT ????TANTALUM",Capacitor
"CAPACITOR, .22 UF ,50V, CERAMIC",Capacitor
"CAPACITOR, 33UF, ILLINOIS ??#336RMR0",Capacitor
"CAPACITOR, ??1 UF 10% CERAMIC",Capacitor
CAPACITOR 687LBA200M2CF 680UF ILLIN,Capacitor
"CAP, 100MF 20% 350 VOLT 107CKS350M",Capacitor
CAP CERAMIC 100PF 200V 10%,Capacitor
CAP 33PF 200V 5% CER RADIAL,Capacitor
CAP 3300PF 200V 5% CER RADIAL,Capacitor
CAP. 330UF ALUM EL CAP,Capacitor
"DIODE,ZENER, 5.1V, +/- 10%, 500MW,",Diode
DIODE ZENER 18V 5W AXIAL,Diode
"DIODE RECTIFIER BRIDGE,SINGLE PHASE,GLASS PASSIVATED,100 VDC 6 AMP, VISHAY",Diode
"THYRISTOR SCR 10 AMP 400V, LITTELFUSE/TECCOR #S4010V",Transistor
"RECTIFIER, ITT - #SD103B SCHOTTKY  ON SEMI #MBR040 APPROVED SUB #SD103A",Diode
"DIODE, ZENER, ON SEMI IN5236A 7.5V 10%",Diode
"TRANSISTOR, MICROSEMI/SGS-2N-3439 100V 0.5 AMP NPN",Transistor
"BRIDGE RECTIFIER, 1PH, 8A, 100V THD",Diode
"DIODE,TVS ZENER UNIDIR 600W 15V AXIAL, ON SEMI P6KE15AG",Diode
"DIODE, ON SEMICONDUCTOR #P6KE15CA 15V TVS",Diode
"REGULAR, NEG OUTPUT VOLT, TI #PT78NR112H   NEG OUTPUT VOLT. REGULATOR",IC
"DIODE, ZENER, 24 VOLT, 50 WATT. MICRO SEMI IN2820B",Diode
"DIODE,ZENER, 5.1V, +/- 10%, 500MW,",Diode
DIODE ZENER 18V 5W AXIAL,Diode
"DIODE RECTIFIER BRIDGE,SINGLE PHASE,GLASS PASSIVATED,100 VDC 6 AMP, VISHAY",Diode
"THYRISTOR SCR 10 AMP 400V, LITTELFUSE/TECCOR #S4010V",Transistor
"DIODE,ZENER,10V,PLUS OR MINUS 5 PCT",Diode
"RECTIFIER, ITT - #SD103B SCHOTTKY  ON SEMI #MBR040 APPROVED SUB #SD103A",Diode
DIODE 1N4762A 82 VOLT +/- 10% 1W ??Z,Diode
"TRANSISTOR, 2N2905A",Transistor
"DIODE, ZENER, ON SEMI IN5236A 7.5V",Diode
"CRYSTAL, M-TRON MMCC-1 32.768KHZ",Crystal
"CRYSTAL,M-TRON MP-1-16.0 16MHZ",Crystal
TRANSISTOR DARLINGTON PNP 80V 8A 3-,Transistor
"DIODE, ZENER, 24V, 5% 1N4749A",Diode
"CRYSTAL OSCILLATOR, ??8.0 MHZ",Crystal
"TRANSISTOR, MICROSEMI/SGS-2N-3439 1",Transistor
DIODE SCHOTTKY RECTIFIER 45 VOLT 16,Diode
DIODE ULT FAST 16A 200 TO220AB,Diode
"DIODE,ULTRAFAST 200V,1A ON-SEMI #MU",Diode
"DIODE, TVS ,56V, 1500W, FAIRCHILD 1",Diode
"DIODE,TVS ZENER UNIDIR 600W 15V AXI",Diode
"TRANSISTOR, MICRO SWITCH #HOA0825",Transistor
"DIODE, ON SEMICONDUCTOR #P6KE15CA 1",Diode
TRANSISTOR AMP NPN GP TO-92,Transistor
"CRYSTAL,ECS INC ECS-200-20-4DN 20MH",Crystal
DIODE TVS 30V 1.5KW UNI-DIR,Diode
IC INVERTER HEX CMOS 14DIP,IC
IC MULTIVIBRATOR DUAL CMOS 16 DIP,IC
OUTPUT LOGIC MACROCEL LATTICE SEMIC,IC
IC OP AMP DUAL LOW PWR 8-DIP,IC
"IC SCHMITT TRIP NANDQUAD 14 DIP, ON",IC
IC COUNTER 12BIT CMOS 16DIP,IC
IC INVERTER HEX CMOS 14DIP,IC
"IC, SRAM 256KBIT 25NS 28DIP",IC
IC MULTIVIBRATOR DUAL CMOS 16 DIP,IC
IC ADC 12BIT SAMPLING 28-CDIP,IC
MULTIPLEXER ANALOG,IC
"IC, OCTAL 3-STATE NON-IVER, D-LATCH",IC
IC TXRX OCTAL BUS 3TATE 20DIP,IC
"IC,QUAD 2- INPUT OR GATE, MC74HC32A",IC
"IC, 14-PDIP GATE/INVERTER LOGIC HC",IC
"IC, EEPROM 8K X 8.25CDIP",IC
OUTPUT LOGIC MACROCEL LATTICE SEMIC,IC
IC GATE NAND QUAD SCH TRG 14 DIP,IC
IC FLIP FLOP DUAL SET/RST 14DIP,IC
IC TXRX RS-232 5:3 5V LP 24-DIP,IC
IC VOLT REG POS 3 TERM 5 V TO-39,IC
IC OP AMP DUAL LOW PWR 8-DIP,IC
IC INVERTER HEX SCHMITT 14DIP,IC
IC MULTIVIBRATOR DUAL 16-DIP MONOST,IC
IC BUFFER TRI-ST QD N-INV 14DIP,IC
IC CONFIG DEVICE 1.6MBIT 20-PLCC,IC
IC VOLTAGE CONVERTER 8-DIP 4.5-20V,IC
IC VOLTAGE REGULATOR SIMPLE SWITCHE,IC
"IC, REGULATOR, ADJ PREC SHUNT TO92-",IC
IC MCU OTP 4KX14 A/D PWM 28DIP,IC
IC FLEX 10K FPGA 10K 144-TQFP,IC
IC OP AMP DUAL CMOS R-R 8-DIP,IC
